client_id,content_age_days,impressions_90d,clicks_90d,ctr_decimal,avg_position_clean,refresh_score,archetype,reason_code,recommended_action,priority,requires_human_signoff
client_7f2253d7e2,141,9693,7,0.0007000000000000001,27.6,0.8521407070622186,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,225,8531,1,0.0001,18.5,0.8519886279550206,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,230,18522,53,0.0029,10.7,0.8519753497728365,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,13033,11,0.0008,26.8,0.8519692646255972,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_3fdba35f04,139,4195,2,0.0005,24.5,0.8519438609645381,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,141,10490,27,0.0026,15.5,0.8518145582271309,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,106,21853,28,0.0013,31.7,0.851408074215808,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,225,3299,2,0.0006,24.2,0.8511294698890953,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,76822,73,0.001,39.8,0.8509049127780068,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,141,4282,4,0.0009,25.5,0.850898543298788,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,27812,77,0.0028000000000000004,14.9,0.8508952296664495,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,224,21533,102,0.004699999999999999,14.6,0.8506749430037596,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_3fdba35f04,165,1922,0,0.0,33.4,0.8506454167105035,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,141,34833,8,0.0002,32.2,0.8504962529538089,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,132,14178,20,0.0014000000000000002,21.3,0.850390943793438,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,224,34883,13,0.0004,29.8,0.8501202357365029,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_3fdba35f04,223,3175,1,0.0003,32.0,0.8496826574140155,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,141,6471,96,0.0148,17.1,0.8494054887553311,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,17491,17,0.001,29.3,0.8492987977059246,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,169,1422,1,0.0007000000000000001,31.9,0.8486583232243298,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_3fdba35f04,165,2243,0,0.0,32.2,0.8482586877546973,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_3fdba35f04,165,7836,3,0.0004,24.6,0.8481277135361887,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_f369cb89fc,97,4650,4,0.0009,28.5,0.8480279252057642,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,141,4434,6,0.0014000000000000002,23.7,0.8479562264630209,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_3fdba35f04,165,4018,3,0.0007000000000000001,28.4,0.8479214276180295,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,6659,7,0.0011,29.0,0.8476970778126904,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,8305,5,0.0006,2.9,0.8475967752964102,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,224,6391,60,0.009399999999999999,19.6,0.847440769882188,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,224,1259,2,0.0016,25.6,0.8473947687936095,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_9400f1b21c,557,10305,1,0.0001,8.7,0.8472438556713879,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,32534,255,0.0078000000000000005,21.3,0.8472367992427497,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_3fdba35f04,165,3104,2,0.0006,20.3,0.8472361155796271,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,147,12732,120,0.009399999999999999,13.6,0.847215795471712,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,132,3731,3,0.0008,18.5,0.8468100735973302,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
client_7f2253d7e2,225,12892,107,0.0083,10.6,0.8467334528381559,ARCH_HIGH_VAL_DECAY,RC_FULL_REFRESH,Full Content Refresh,High,True
