content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,content_age_days,age_tier,age_tier_order,days_since_last_update,freshness_tier,word_count_tier,char_count_tier,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,impression_tier,position_tier,trend_direction,trend_pct,content_hash_id,gsc_clicks,gsc_impressions,gsc_avg_position,gsc_ctr,is_declining,staleness_bucket,action_score,reason_code,action_label
content_c2e6c0afe7b4,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,commercial,,,,,287,0,3,3,3,0,0,0,75,2,53,0,3,152,0,0,417,365+,6,22,0-30,,,0.0,18.8,0.0,0.0,0.0,low,striking,down,-65.1,content_c2e6c0afe7b4,0,287,18.8,0.0,1,<30d (Fresh),0.5224852885514651,NO_ACTION_NEEDED,MONITOR
content_284df888e0cb,client_e629fa6598,10.0,0.0,LOW,0.0,keyword article,transactional,,,,unknown,287,0,10,10,10,0,0,0,76,4,66,0,7,88,0,2,460,365+,6,22,0-30,,,0.0,43.7,0.0,0.0,0.0,low,page_3_5,down,-25.0,content_284df888e0cb,0,287,43.7,0.0,1,<30d (Fresh),0.5224852885514651,NO_ACTION_NEEDED,MONITOR
content_e53329c90dca,client_4e07408562,30.0,0.16,LOW,0.0,keyword article,commercial,2894.0,17649.0,,gemini-3-flash-preview,2921,11,10,10,10,0,0,1,88,9,198,1,1,1580,7,5,326,181-365,5,13,0-30,2000-3500,15000-25000,0.38,7.1,0.0,10.0,0.0,moderate,page_1,down,-87.5,content_e53329c90dca,11,2921,7.1,0.0038,1,<30d (Fresh),0.5224737838063969,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_5fa3d9ece71b,client_a88a7902cb,20.0,0.04,LOW,0.0,keyword article,transactional,2957.0,19478.0,google,gemini-3-flash-preview,196,0,18,11,10,0,0,0,40,10,170,0,3,15,0,5,126,91-180,4,28,0-30,2000-3500,15000-25000,0.0,21.8,0.0,0.0,0.0,low,page_3_5,up,1033.3,content_5fa3d9ece71b,0,196,21.8,0.0,0,<30d (Fresh),0.5224635805533131,NO_ACTION_NEEDED,MONITOR
content_71b6f321105e,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3297.0,20573.0,google,gemini-3-flash-preview,650,1,24,13,13,0,0,0,81,8,93,0,9,234,0,3,111,91-180,4,20,0-30,2000-3500,15000-25000,0.15,12.2,0.0,0.0,0.0,moderate,striking,down,-60.3,content_71b6f321105e,1,650,12.2,0.0015,1,<30d (Fresh),0.5224610477619058,NO_ACTION_NEEDED,MONITOR
content_72e938efb7ec,client_8527a891e2,70.0,0.21,LOW,0.05,keyword article,informational,1973.0,12953.0,,gpt-4o-mini,325,0,2,2,2,0,0,1,56,2,250,0,1,70,0,1,144,91-180,4,20,0-30,1000-2000,8000-15000,0.0,84.9,0.0,50.0,0.0,moderate,deep,up,257.1,content_72e938efb7ec,0,325,84.9,0.0,0,<30d (Fresh),0.5224465122218958,NO_ACTION_NEEDED,MONITOR
content_84b4d9b74195,client_7f2253d7e2,0.0,0.0,,0.0,keyword article,,3912.0,25721.0,,gemini-2.5-flash,325,0,2,1,1,0,0,1,80,1,70,0,0,114,0,0,169,91-180,4,20,0-30,3500+,25000+,0.0,20.8,0.0,50.0,0.0,moderate,page_3_5,down,-38.6,content_84b4d9b74195,0,325,20.8,0.0,1,<30d (Fresh),0.5224465122218958,NO_ACTION_NEEDED,MONITOR
content_10eaf692e8e1,client_f74efabef1,10.0,0.5,MEDIUM,0.0,keyword article,transactional,2442.0,16753.0,google,gemini-3-flash-preview,325,0,2,2,2,0,0,0,62,2,6,0,1,150,0,0,125,91-180,4,20,0-30,2000-3500,15000-25000,0.0,17.4,0.0,0.0,0.0,moderate,striking,down,-96.0,content_10eaf692e8e1,0,325,17.4,0.0,1,<30d (Fresh),0.5224465122218958,NO_ACTION_NEEDED,MONITOR
content_e6d640e9bd9d,client_bbb965ab0c,10.0,0.21,LOW,0.0,keyword article,commercial,2475.0,18004.0,google,gemini-3-flash-preview,325,0,1,1,1,0,0,0,78,1,56,0,0,81,0,0,120,91-180,4,20,0-30,2000-3500,15000-25000,0.0,11.3,0.0,0.0,0.0,moderate,striking,down,-30.9,content_e6d640e9bd9d,0,325,11.3,0.0,1,<30d (Fresh),0.5224465122218958,NO_ACTION_NEEDED,MONITOR
content_cfb2ff7797fa,client_3fdba35f04,30.0,0.0,LOW,0.0,keyword article,informational,1323.0,8633.0,openai,gpt-4o-mini,325,0,4,2,2,0,0,2,82,2,56,0,0,95,0,0,111,91-180,4,20,0-30,1000-2000,8000-15000,0.0,19.3,0.0,50.0,0.0,moderate,striking,down,-41.1,content_cfb2ff7797fa,0,325,19.3,0.0,1,<30d (Fresh),0.5224465122218958,NO_ACTION_NEEDED,MONITOR
content_1920089ce26b,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,2490.0,16160.0,google,gemini-3-flash-preview,1129,3,7,6,5,0,0,5,86,4,263,0,0,365,1,2,90,31-90,3,20,0-30,2000-3500,15000-25000,0.27,8.1,0.0,71.43,0.0,moderate,page_1,down,-27.9,content_1920089ce26b,3,1129,8.1,0.0027,1,<30d (Fresh),0.5224409459585149,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_814338c51a63,client_f74efabef1,70.0,0.1,LOW,1.12,keyword article,informational,2272.0,94707.0,,gemini-2.5-flash,649,1,2,2,2,1,0,1,24,2,649,1,2,0,0,0,175,91-180,4,20,0-30,2000-3500,25000+,0.15,18.9,50.0,50.0,0.0,moderate,striking,new,,content_814338c51a63,1,649,18.9,0.0015,0,<30d (Fresh),0.5224343424848923,NO_ACTION_NEEDED,MONITOR
content_1a85f0009a31,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3590.0,22370.0,google,gemini-3-flash-preview,896,2,16,10,9,1,0,1,83,7,430,1,4,165,0,3,104,91-180,4,20,0-30,3500+,15000-25000,0.22,21.9,10.0,6.25,0.0,moderate,page_3_5,up,160.6,content_1a85f0009a31,2,896,21.9,0.0022,0,<30d (Fresh),0.5224295059409418,NO_ACTION_NEEDED,MONITOR
content_760614cd5ee6,client_19581e27de,320.0,0.03,LOW,5.4,keyword article,informational,,,,,286,0,14,14,14,0,0,0,63,4,144,0,14,96,0,0,419,365+,6,22,0-30,,,0.0,46.8,0.0,0.0,0.0,low,page_3_5,up,50.0,content_760614cd5ee6,0,286,46.8,0.0,0,<30d (Fresh),0.5224248649104556,NO_ACTION_NEEDED,MONITOR
content_6b404e387fbc,client_2c624232cd,0.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-4o-mini,286,0,13,12,9,0,0,4,70,9,75,0,8,57,0,2,517,365+,6,22,0-30,,,0.0,52.6,0.0,30.77,0.0,low,deep,up,31.6,content_6b404e387fbc,0,286,52.6,0.0,0,<30d (Fresh),0.5224248649104556,NO_ACTION_NEEDED,MONITOR
content_8b9d2f4109de,client_4e07408562,210.0,0.01,LOW,0.4,keyword article,informational,2872.0,18398.0,,gemini-3-flash-preview,1941,4,2,2,2,0,0,0,86,2,133,0,1,392,1,0,390,365+,6,7,0-30,2000-3500,15000-25000,0.21,5.0,0.0,0.0,0.0,moderate,page_1,down,-66.1,content_8b9d2f4109de,4,1941,5.0,0.0021,1,<30d (Fresh),0.5224012018995918,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_114422e7b026,client_f74efabef1,10.0,0.43,MEDIUM,0.0,keyword article,transactional,2038.0,14283.0,google,gemini-3-flash-preview,324,0,4,4,4,0,0,0,74,3,45,0,3,117,0,1,112,91-180,4,20,0-30,2000-3500,8000-15000,0.0,14.5,0.0,0.0,0.0,moderate,striking,down,-61.5,content_114422e7b026,0,324,14.5,0.0,1,<30d (Fresh),0.5223931426583331,NO_ACTION_NEEDED,MONITOR
content_509f1e5640f3,client_a88a7902cb,20.0,0.04,LOW,0.0,keyword article,transactional,3153.0,20778.0,google,gemini-3-flash-preview,324,0,30,15,14,0,0,4,68,12,58,0,1,160,0,1,119,91-180,4,20,0-30,2000-3500,15000-25000,0.0,11.4,0.0,13.33,0.0,moderate,striking,down,-63.7,content_509f1e5640f3,0,324,11.4,0.0,1,<30d (Fresh),0.5223931426583331,NO_ACTION_NEEDED,MONITOR
content_537c5ac762cb,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,commercial,3118.0,20948.0,google,gemini-3-flash-preview,324,0,2,2,2,0,0,0,58,2,87,0,1,217,0,1,103,91-180,4,20,0-30,2000-3500,15000-25000,0.0,14.9,0.0,0.0,0.0,moderate,striking,down,-59.9,content_537c5ac762cb,0,324,14.9,0.0,1,<30d (Fresh),0.5223931426583331,NO_ACTION_NEEDED,MONITOR
content_22cd1feb4710,client_a88a7902cb,30.0,0.09,LOW,0.0,keyword article,commercial,2773.0,18534.0,google,gemini-3-flash-preview,647,1,3,2,2,0,0,2,59,2,12,0,0,267,0,1,90,31-90,3,20,0-30,2000-3500,15000-25000,0.15,22.2,0.0,66.67,0.0,moderate,page_3_5,down,-95.5,content_22cd1feb4710,1,647,22.2,0.0015,1,<30d (Fresh),0.5223808084540018,NO_ACTION_NEEDED,MONITOR
content_ac45602f0e07,client_bbb965ab0c,10.0,0.14,LOW,0.0,keyword article,informational,2425.0,17665.0,google,gemini-3-flash-preview,1125,3,9,8,8,0,0,1,84,8,191,1,3,608,2,3,133,91-180,4,20,0-30,2000-3500,15000-25000,0.27,29.0,0.0,11.11,0.0,moderate,page_3_5,down,-68.6,content_ac45602f0e07,3,1125,29.0,0.0027,1,<30d (Fresh),0.5223793438397912,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_64405ee1d117,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,commercial,3556.0,23766.0,,gemini-3-flash-preview,5797,31,34,28,28,3,0,3,88,24,2106,13,15,1077,6,6,487,365+,6,13,0-30,3500+,15000-25000,0.53,4.8,10.71,8.82,0.0,good,page_1,up,95.5,content_64405ee1d117,31,5797,4.8,0.0053,0,<30d (Fresh),0.5223777037832249,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_b1d57c876903,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,3345.0,21099.0,,gemini-2.5-flash,195,0,2,2,2,0,0,0,42,2,9,0,1,92,0,1,180,91-180,4,28,0-30,2000-3500,15000-25000,0.0,47.3,0.0,0.0,0.0,low,page_3_5,down,-90.2,content_b1d57c876903,0,195,47.3,0.0,1,<30d (Fresh),0.5223751743611084,NO_ACTION_NEEDED,MONITOR
content_7376c82b0164,client_a88a7902cb,20.0,0.94,HIGH,1.55,keyword article,transactional,3335.0,23040.0,,gemini-2.5-flash,195,0,3,3,3,0,0,1,49,3,16,0,3,86,0,0,153,91-180,4,28,0-30,2000-3500,15000-25000,0.0,40.9,0.0,33.33,0.0,low,page_3_5,down,-81.4,content_7376c82b0164,0,195,40.9,0.0,1,<30d (Fresh),0.5223751743611084,NO_ACTION_NEEDED,MONITOR
content_5af5e83de3cf,client_b4944c6ff0,50.0,0.03,LOW,0.0,keyword article,commercial,2874.0,20710.0,google,gemini-3-flash-preview,2883,9,6,6,6,1,0,1,88,6,586,1,0,887,5,4,105,91-180,4,8,0-30,2000-3500,15000-25000,0.31,6.6,16.67,16.67,0.0,moderate,page_1,down,-33.9,content_5af5e83de3cf,9,2883,6.6,0.0031,1,<30d (Fresh),0.5223669335295669,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_d6809bfe73ff,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,,,,,285,0,18,18,18,0,0,0,79,7,86,0,12,103,0,6,419,365+,6,22,0-30,,,0.0,17.7,0.0,0.0,0.0,low,striking,stable,-16.5,content_d6809bfe73ff,0,285,17.7,0.0,0,<30d (Fresh),0.5223642303662577,NO_ACTION_NEEDED,MONITOR
content_986fb0029b78,client_f74efabef1,30.0,0.3,LOW,0.07,keyword article,commercial,3049.0,20156.0,,gemini-2.5-flash,1124,3,9,9,9,0,0,0,24,5,1124,3,9,0,0,0,175,91-180,4,20,0-30,2000-3500,15000-25000,0.27,8.0,0.0,0.0,0.0,moderate,page_1,new,,content_986fb0029b78,3,1124,8.0,0.0027,0,<30d (Fresh),0.5223639091170733,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_11e5498a4124,client_349c41201b,10.0,1.0,HIGH,0.0,keyword article,transactional,3197.0,20768.0,google,gemini-3-flash-preview,646,1,6,6,6,0,0,1,85,5,97,0,2,189,0,2,124,91-180,4,20,0-30,2000-3500,15000-25000,0.15,21.6,0.0,16.67,0.0,moderate,page_3_5,down,-48.7,content_11e5498a4124,1,646,21.6,0.0015,1,<30d (Fresh),0.5223539794459262,NO_ACTION_NEEDED,MONITOR
content_30063a4bbeeb,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3809.0,25299.0,,gemini-2.5-flash,323,0,1,1,1,0,0,1,74,1,29,0,0,118,0,0,147,91-180,4,20,0-30,3500+,25000+,0.0,18.7,0.0,100.0,0.0,moderate,striking,down,-75.4,content_30063a4bbeeb,0,323,18.7,0.0,1,<30d (Fresh),0.5223396086274426,NO_ACTION_NEEDED,MONITOR
content_8fb79a8290e8,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,2642.0,16549.0,,gemini-3-flash-preview,323,0,1,1,1,0,0,1,19,1,1,0,0,311,0,1,182,181-365,5,20,0-30,2000-3500,15000-25000,0.0,17.4,0.0,100.0,0.0,moderate,striking,down,-99.7,content_8fb79a8290e8,0,323,17.4,0.0,1,<30d (Fresh),0.5223396086274426,NO_ACTION_NEEDED,MONITOR
content_5de9a15b932c,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,3509.0,22601.0,,gemini-3-flash-preview,323,0,2,2,2,0,0,3,68,2,33,0,0,54,0,2,141,91-180,4,20,0-30,3500+,15000-25000,0.0,6.8,0.0,150.0,0.0,moderate,page_1,down,-38.9,content_5de9a15b932c,0,323,6.8,0.0,1,<30d (Fresh),0.5223396086274426,NO_ACTION_NEEDED,MONITOR
content_08975daa4db2,client_b4944c6ff0,10.0,0.12,LOW,0.0,keyword article,commercial,2587.0,18659.0,google,gemini-3-flash-preview,1861,7,11,7,6,0,0,1,81,6,337,2,4,735,5,3,90,31-90,3,20,0-30,2000-3500,15000-25000,0.38,4.9,0.0,9.09,0.0,moderate,page_1,down,-54.1,content_08975daa4db2,7,1861,4.9,0.0038,1,<30d (Fresh),0.5223169952849911,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_567bb6257073,client_349c41201b,140.0,0.03,LOW,0.49,keyword article,commercial,2619.0,17384.0,google,gemini-3-flash-preview,3089,15,30,29,28,0,0,0,88,19,702,4,18,824,2,5,126,91-180,4,20,0-30,2000-3500,15000-25000,0.49,17.6,0.0,0.0,0.0,good,striking,stable,-14.8,content_567bb6257073,15,3089,17.6,0.0049,0,<30d (Fresh),0.5223161473961715,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_7a2d8319a4e7,client_349c41201b,0.0,0.0,LOW,0.0,keyword article,informational,3154.0,20197.0,google,gemini-3-flash-preview,3087,15,21,20,19,0,0,4,88,15,757,6,6,1229,4,5,95,91-180,4,20,0-30,2000-3500,15000-25000,0.49,10.1,0.0,19.05,0.0,good,striking,down,-38.4,content_7a2d8319a4e7,15,3087,10.1,0.0049,1,<30d (Fresh),0.522304899885726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_3d3ce5a7f0af,client_19581e27de,8100.0,0.61,MEDIUM,1.59,keyword article,commercial,,,,,284,0,5,5,5,0,0,0,73,4,72,0,5,99,0,0,480,365+,6,22,0-30,,,0.0,54.7,0.0,0.0,0.0,low,deep,down,-27.3,content_3d3ce5a7f0af,0,284,54.7,0.0,1,<30d (Fresh),0.5223033834414363,NO_ACTION_NEEDED,MONITOR
content_0252c59b4b99,client_349c41201b,0.0,0.0,LOW,0.0,keyword article,informational,3487.0,21871.0,,gemini-3-flash-preview,1120,3,5,5,3,0,0,0,83,3,169,1,1,200,0,0,144,91-180,4,20,0-30,2000-3500,15000-25000,0.27,16.6,0.0,0.0,0.0,moderate,striking,stable,-15.5,content_0252c59b4b99,3,1120,16.6,0.0027,0,<30d (Fresh),0.522302032722977,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_f4e1bc61ff68,client_bbb965ab0c,10.0,0.2,LOW,2.58,keyword article,informational,2006.0,12803.0,google,gemini-3-flash-preview,1277,3,11,11,11,0,2,1,87,10,271,1,6,378,1,2,133,91-180,4,15,0-30,2000-3500,8000-15000,0.23,20.7,0.0,9.09,18.18,moderate,page_3_5,down,-28.3,content_f4e1bc61ff68,3,1277,20.7,0.0023,1,<30d (Fresh),0.5222995903172788,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_57807d56e39d,client_f369cb89fc,10.0,0.0,LOW,0.0,keyword article,informational,2992.0,20146.0,google,gemini-3-flash-preview,1119,3,7,8,8,0,0,3,88,6,486,0,7,272,0,0,96,91-180,4,20,0-30,2000-3500,15000-25000,0.27,18.0,0.0,42.86,0.0,moderate,striking,up,78.7,content_57807d56e39d,3,1119,18.0,0.0027,0,<30d (Fresh),0.5222865291259854,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_32f1c758f127,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3999.0,26547.0,,gemini-2.5-flash,2339,10,11,9,9,0,0,4,88,9,974,5,4,555,3,3,147,91-180,4,20,0-30,3500+,25000+,0.43,20.9,0.0,36.36,0.0,moderate,page_3_5,up,75.5,content_32f1c758f127,10,2339,20.9,0.0043,0,<30d (Fresh),0.5222864425155839,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_57cbd255c670,client_f369cb89fc,10.0,1.0,HIGH,0.0,keyword article,transactional,2871.0,16879.0,,gemini-2.5-flash,322,0,10,12,12,0,0,3,69,10,108,0,10,119,0,1,147,91-180,4,20,0-30,2000-3500,15000-25000,0.0,6.1,0.0,30.0,0.0,moderate,page_1,stable,-9.2,content_57cbd255c670,0,322,6.1,0.0,0,<30d (Fresh),0.5222859091124222,NO_ACTION_NEEDED,MONITOR
content_fbd9623d5f72,client_f74efabef1,170.0,0.96,HIGH,0.97,keyword article,transactional,2438.0,16276.0,google,gemini-3-flash-preview,322,0,1,1,1,0,0,0,75,1,34,0,0,66,0,1,123,91-180,4,20,0-30,2000-3500,15000-25000,0.0,10.2,0.0,0.0,0.0,moderate,striking,down,-48.5,content_fbd9623d5f72,0,322,10.2,0.0,1,<30d (Fresh),0.5222859091124222,NO_ACTION_NEEDED,MONITOR
content_050eb59700fe,client_d59eced1de,10.0,0.5,MEDIUM,0.0,keyword article,transactional,1803.0,11409.0,,gpt-4o-mini,1540,23,71,36,35,3,0,7,79,27,905,12,21,460,8,12,347,181-365,5,104,91-180,1000-2000,8000-15000,1.49,5.1,8.33,9.86,0.0,moderate,page_1,up,96.7,content_050eb59700fe,23,1540,5.1,0.0149,0,91-180d,0.5222847082884629,NO_ACTION_NEEDED,MONITOR
content_413796c28a95,client_4e07408562,90.0,0.5,MEDIUM,0.98,keyword article,informational,3051.0,19832.0,,gemini-3-flash-preview,1586,4,14,14,14,0,0,0,88,9,369,1,8,419,2,6,545,365+,6,13,0-30,2000-3500,15000-25000,0.25,16.0,0.0,0.0,0.0,moderate,striking,stable,-11.9,content_413796c28a95,4,1586,16.0,0.0025,0,<30d (Fresh),0.5222696524126598,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_28d47e7885a2,client_3fdba35f04,10.0,0.02,LOW,0.0,keyword article,informational,2701.0,17202.0,,gemini-3-flash-preview,3740,17,114,90,89,1,0,14,88,27,850,5,7,1076,5,19,148,91-180,4,14,0-30,2000-3500,15000-25000,0.45,20.5,1.11,12.28,0.0,good,page_3_5,down,-21.0,content_28d47e7885a2,17,3740,20.5,0.0045000000000000005,1,<30d (Fresh),0.5222619740813529,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_a4ac73a69234,client_a88a7902cb,140.0,0.01,LOW,0.0,keyword article,informational,2873.0,19638.0,google,gemini-3-flash-preview,1409,6,41,22,21,0,0,11,79,16,226,3,5,721,1,5,105,91-180,4,28,0-30,2000-3500,15000-25000,0.43,12.2,0.0,26.83,0.0,moderate,striking,down,-68.7,content_a4ac73a69234,6,1409,12.2,0.0043,1,<30d (Fresh),0.5222536960130646,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_385a65ab6446,client_19581e27de,210.0,0.16,LOW,1.61,keyword article,informational,,,,,283,0,10,8,8,0,0,0,68,7,48,0,0,38,0,2,417,365+,6,22,0-30,,,0.0,5.5,0.0,0.0,0.0,low,page_1,up,26.3,content_385a65ab6446,0,283,5.5,0.0,0,<30d (Fresh),0.5222423226429774,NO_ACTION_NEEDED,MONITOR
content_e3d6ef13d574,client_19581e27de,140.0,0.03,LOW,13.62,keyword article,informational,,,,,1422,5,11,11,11,0,0,0,88,8,340,1,4,409,2,5,441,365+,6,22,0-30,,,0.35,18.9,0.0,0.0,0.0,moderate,striking,stable,-16.9,content_e3d6ef13d574,5,1422,18.9,0.0034999999999999996,0,<30d (Fresh),0.5222377850444673,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_4f605060a428,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,2971.0,18806.0,,gemini-3-flash-preview,1106,1,1,1,1,0,0,0,86,1,72,0,0,404,1,1,228,181-365,5,7,0-30,2000-3500,15000-25000,0.09,5.3,0.0,0.0,0.0,moderate,page_1,down,-82.2,content_4f605060a428,1,1106,5.3,0.0009,1,<30d (Fresh),0.5222371377118613,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_ecac85044a3d,client_bbb965ab0c,40.0,0.15,LOW,1.02,keyword article,informational,2436.0,18684.0,google,gemini-3-flash-preview,321,0,8,8,8,0,0,0,65,7,131,0,5,146,0,0,104,91-180,4,20,0-30,2000-3500,15000-25000,0.0,15.8,0.0,0.0,0.0,moderate,striking,stable,-10.3,content_ecac85044a3d,0,321,15.8,0.0,0,<30d (Fresh),0.5222320430870113,NO_ACTION_NEEDED,MONITOR
content_9e3177db891a,client_bbb965ab0c,30.0,0.8,HIGH,2.85,keyword article,informational,2638.0,17238.0,google,gemini-3-flash-preview,440,0,15,14,14,1,0,1,53,12,263,0,7,177,0,4,139,91-180,4,15,0-30,2000-3500,15000-25000,0.0,12.5,7.14,6.67,0.0,moderate,striking,up,48.6,content_9e3177db891a,0,440,12.5,0.0,0,<30d (Fresh),0.5222158997430971,NO_ACTION_NEEDED,MONITOR
content_5734a4695671,client_f369cb89fc,390.0,0.71,HIGH,0.56,keyword article,transactional,2878.0,17258.0,,gemini-2.5-flash,1850,7,6,5,5,0,0,0,87,5,315,0,1,386,1,0,181,181-365,5,20,0-30,2000-3500,15000-25000,0.38,7.1,0.0,0.0,0.0,moderate,page_1,stable,-18.4,content_5734a4695671,7,1850,7.1,0.0038,0,<30d (Fresh),0.5222140649692943,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_aa75b62c65a0,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,navigational,3916.0,25642.0,,gemini-2.5-flash,1114,3,3,3,3,1,0,1,88,3,224,2,2,329,1,1,224,181-365,5,20,0-30,3500+,25000+,0.27,23.9,33.33,33.33,0.0,moderate,page_3_5,down,-31.9,content_aa75b62c65a0,3,1114,23.9,0.0027,1,<30d (Fresh),0.5222088029145453,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_59f8bd15873c,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,commercial,4313.0,28302.0,,gemini-2.5-flash,193,0,4,4,4,0,0,2,75,2,52,0,3,64,0,1,180,91-180,4,28,0-30,3500+,25000+,0.0,63.9,0.0,50.0,0.0,low,deep,stable,-18.8,content_59f8bd15873c,0,193,63.9,0.0,0,<30d (Fresh),0.5221970007040584,NO_ACTION_NEEDED,MONITOR
content_a8cbcd61e19c,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,transactional,6350.0,41870.0,,gemini-3-flash-preview,192,2,25,13,13,1,0,1,55,8,41,0,3,98,2,10,236,181-365,5,104,91-180,3500+,25000+,1.04,5.9,7.69,4.0,0.0,low,page_1,down,-58.2,content_a8cbcd61e19c,2,192,5.9,0.0104,1,91-180d,0.522194895100037,NO_ACTION_NEEDED,MONITOR
content_d9910d7a249d,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3506.0,21881.0,google,gemini-3-flash-preview,1113,3,41,26,25,0,0,2,88,18,322,2,12,261,0,2,118,91-180,4,20,0-30,3500+,15000-25000,0.27,16.5,0.0,4.88,0.0,moderate,striking,up,23.4,content_d9910d7a249d,3,1113,16.5,0.0027,0,<30d (Fresh),0.5221932158526865,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_45250b3944bc,client_4e07408562,20.0,0.2,LOW,0.0,keyword article,commercial,3045.0,20558.0,,gemini-3-flash-preview,867,1,1,1,1,0,0,0,75,1,90,0,0,40,0,1,348,181-365,5,13,0-30,2000-3500,15000-25000,0.12,25.3,0.0,0.0,0.0,moderate,page_3_5,up,125.0,content_45250b3944bc,1,867,25.3,0.0012,0,<30d (Fresh),0.5221873643495255,NO_ACTION_NEEDED,MONITOR
content_631573a9e87b,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,,,,,282,0,22,22,22,0,0,0,76,6,95,0,18,114,0,4,441,365+,6,22,0-30,,,0.0,11.2,0.0,0.0,0.0,low,striking,stable,-16.7,content_631573a9e87b,0,282,11.2,0.0,0,<30d (Fresh),0.5221810464620675,NO_ACTION_NEEDED,MONITOR
content_99fd29e602b6,client_e629fa6598,20.0,0.01,LOW,0.0,keyword article,informational,,,,unknown,282,0,4,4,4,0,1,0,70,4,73,0,2,65,0,0,502,365+,6,22,0-30,,,0.0,32.6,0.0,0.0,25.0,low,page_3_5,stable,12.3,content_99fd29e602b6,0,282,32.6,0.0,0,<30d (Fresh),0.5221810464620675,NO_ACTION_NEEDED,MONITOR
content_57da99e09188,client_19581e27de,590.0,0.05,LOW,0.25,keyword article,informational,,,,,282,0,16,16,16,0,0,0,71,8,67,0,10,113,0,6,463,365+,6,22,0-30,,,0.0,24.4,0.0,0.0,0.0,low,page_3_5,down,-40.7,content_57da99e09188,0,282,24.4,0.0,1,<30d (Fresh),0.5221810464620675,NO_ACTION_NEEDED,MONITOR
content_edc960fe2e99,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,,,,,282,0,10,10,10,0,0,0,71,5,107,0,8,68,0,2,441,365+,6,22,0-30,,,0.0,40.7,0.0,0.0,0.0,low,page_3_5,up,57.4,content_edc960fe2e99,0,282,40.7,0.0,0,<30d (Fresh),0.5221810464620675,NO_ACTION_NEEDED,MONITOR
content_0cbf5c93e96e,client_624b60c58c,,,,,feedly article,,4511.0,30190.0,openai,gpt-5-mini,320,0,4,4,4,1,2,2,56,4,17,0,1,169,0,2,98,91-180,4,20,0-30,3500+,25000+,0.0,8.9,25.0,50.0,50.0,moderate,page_1,down,-89.9,content_0cbf5c93e96e,0,320,8.9,0.0,1,<30d (Fresh),0.522178009515373,NO_ACTION_NEEDED,MONITOR
