content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,content_age_days,age_tier,age_tier_order,days_since_last_update,freshness_tier,word_count_tier,char_count_tier,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,impression_tier,position_tier,trend_direction,trend_pct,content_hash_id,gsc_clicks,gsc_impressions,gsc_avg_position,gsc_ctr,is_declining,staleness_bucket,action_score,reason_code,action_label
content_55a5b1c46474,client_4ec9599fc2,0.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-5-mini,35,0,1,1,1,0,0,0,21,1,3,0,0,26,0,1,374,365+,6,373,181+,,,0.0,7.5,0.0,0.0,0.0,low,page_1,down,-88.5,content_55a5b1c46474,0,35,7.5,0.0,1,>180d (Stale),0.8622521000306915,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_6476d1d8c050,client_19581e27de,10.0,0.54,MEDIUM,0.85,keyword article,transactional,,,,,304,0,3,3,3,0,0,0,73,2,124,0,1,94,0,2,313,181-365,5,313,181+,,,0.0,67.8,0.0,0.0,0.0,moderate,deep,up,31.9,content_6476d1d8c050,0,304,67.8,0.0,0,>180d (Stale),0.8423856922040085,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_02b0d6e30129,client_19581e27de,110.0,0.4,MEDIUM,0.59,keyword article,transactional,,,,,176,0,6,6,6,0,0,0,31,6,7,0,2,159,0,3,313,181-365,5,313,181+,,,0.0,6.9,0.0,0.0,0.0,low,page_1,down,-95.6,content_02b0d6e30129,0,176,6.9,0.0,1,>180d (Stale),0.8329326292846093,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_72496874f806,client_4ec9599fc2,,,,,keyword article,,1504.0,10770.0,,gpt-5-mini,821,2,9,6,6,0,0,0,71,6,97,0,2,125,0,0,301,181-365,5,301,181+,1000-2000,8000-15000,0.24,5.8,0.0,0.0,0.0,moderate,page_1,down,-22.4,content_72496874f806,2,821,5.8,0.0024,1,>180d (Stale),0.8272578864002323,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_d25a099b3726,client_19581e27de,10.0,0.45,MEDIUM,0.03,keyword article,transactional,,,,,202,0,4,4,4,0,0,0,32,3,136,0,3,53,0,1,313,181-365,5,305,181+,,,0.0,64.5,0.0,0.0,0.0,low,deep,up,156.6,content_d25a099b3726,0,202,64.5,0.0,0,>180d (Stale),0.8265464168589944,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_e2b702f4f92b,client_4ec9599fc2,,,,,keyword article,,1246.0,8740.0,,gpt-5-mini,30,0,4,4,4,0,0,2,19,3,6,0,0,22,0,1,334,181-365,5,334,181+,1000-2000,8000-15000,0.0,9.3,0.0,50.0,0.0,low,page_1,down,-72.7,content_e2b702f4f92b,0,30,9.3,0.0,1,>180d (Stale),0.8256818650136449,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_7a888d3d99c8,client_19581e27de,90.0,0.46,MEDIUM,0.72,keyword article,transactional,,,,,95,0,1,1,1,0,0,0,27,1,0,0,0,10,0,1,313,181-365,5,313,181+,,,0.0,67.6,0.0,0.0,0.0,low,deep,down,-100.0,content_7a888d3d99c8,0,95,67.6,0.0,1,>180d (Stale),0.8223045479517197,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_f488400fca67,client_9400f1b21c,,,,,keyword article,,1113.0,8048.0,,gpt-5-mini,155,0,1,1,1,0,0,0,44,1,14,0,0,25,0,1,306,181-365,5,305,181+,1000-2000,8000-15000,0.0,5.7,0.0,0.0,0.0,low,page_1,down,-44.0,content_f488400fca67,0,155,5.7,0.0,1,>180d (Stale),0.8219715592766443,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_1b4ec72dafd4,client_4ec9599fc2,0.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-5-mini,2,0,2,2,2,0,0,1,1,2,0,0,0,2,0,1,372,365+,6,372,181+,,,0.0,7.0,0.0,50.0,0.0,low,page_1,down,-100.0,content_1b4ec72dafd4,0,2,7.0,0.0,1,>180d (Stale),0.8190848501887865,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_f6fdf87348f6,client_4ec9599fc2,0.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-5-mini,2,0,1,1,1,0,0,0,1,1,0,0,1,2,0,0,373,365+,6,373,181+,,,0.0,32.5,0.0,0.0,0.0,low,page_3_5,down,-100.0,content_f6fdf87348f6,0,2,32.5,0.0,1,>180d (Stale),0.8190848501887865,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_7f116ae1f6f5,client_9400f1b21c,,,,,keyword article,,1335.0,9375.0,,gpt-5-mini,954,4,6,6,5,0,0,0,81,5,188,1,2,339,1,2,301,181-365,5,301,181+,1000-2000,8000-15000,0.42,9.0,0.0,0.0,0.0,moderate,page_1,down,-44.5,content_7f116ae1f6f5,4,954,9.0,0.0042,1,>180d (Stale),0.8154631485619802,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_ab27c30d81f4,client_4ec9599fc2,,,,,keyword article,,1094.0,7718.0,,gpt-5-mini,103,0,10,10,10,0,0,3,32,7,55,0,7,48,0,3,305,181-365,5,304,181+,1000-2000,<8000,0.0,8.9,0.0,30.0,0.0,low,page_1,stable,14.6,content_ab27c30d81f4,0,103,8.9,0.0,0,>180d (Stale),0.8138320185034581,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_8d56efff1e71,client_4ec9599fc2,0.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-5-mini,1,0,2,2,2,0,0,1,1,2,1,0,0,0,0,1,372,365+,6,372,181+,,,0.0,35.0,0.0,50.0,0.0,low,page_3_5,new,,content_8d56efff1e71,0,1,35.0,0.0,0,>180d (Stale),0.8120411998265593,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_07ce98c6085a,client_4ec9599fc2,,,,,keyword article,,1442.0,10359.0,,gpt-5-mini,85,0,2,2,2,0,0,0,32,2,34,0,1,51,0,0,305,181-365,5,304,181+,1000-2000,8000-15000,0.0,5.3,0.0,0.0,0.0,low,page_1,down,-33.3,content_07ce98c6085a,0,85,5.3,0.0,1,>180d (Stale),0.8105306229812497,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_06e19c6486b0,client_4ec9599fc2,,,,,keyword article,,1300.0,9163.0,,gpt-5-mini,10,0,1,1,1,0,0,1,4,1,0,0,0,0,0,1,334,181-365,5,334,181+,1000-2000,8000-15000,0.0,5.0,0.0,100.0,0.0,low,page_1,flat,,content_06e19c6486b0,0,10,5.0,0.0,0,>180d (Stale),0.807683104666603,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_607ea6e3f876,client_4ec9599fc2,,,,,keyword article,,1308.0,9591.0,,gpt-5-mini,64,0,6,6,6,0,0,0,12,2,59,0,6,5,0,0,301,181-365,5,301,181+,1000-2000,8000-15000,0.0,20.4,0.0,0.0,0.0,low,page_3_5,up,1080.0,content_607ea6e3f876,0,64,20.4,0.0,0,>180d (Stale),0.8023795479643444,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_7368877ea310,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,2591.0,16498.0,,gemini-2.5-flash,59472,77,107,82,74,3,0,46,88,43,3778,16,16,20472,25,23,231,181-365,5,194,181+,2000-3500,15000-25000,0.13,24.8,3.66,42.99,0.0,excellent,page_3_5,down,-81.5,content_7368877ea310,77,59472,24.8,0.0013,1,>180d (Stale),0.7931755335737736,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_cf56e2e2e282,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,5125.0,33705.0,,gemini-2.5-flash,61678,94,141,119,111,1,0,34,88,55,3864,13,10,26791,28,36,231,181-365,5,194,181+,3500+,25000+,0.15,19.7,0.84,24.11,0.0,excellent,striking,down,-85.6,content_cf56e2e2e282,94,61678,19.7,0.0015,1,>180d (Stale),0.7922082326818274,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_df1fa766cac2,client_9400f1b21c,,,,,keyword article,,1146.0,8277.0,,gpt-5-mini,206,1,1,1,1,0,0,0,42,1,1,0,0,44,0,0,305,181-365,5,304,181+,1000-2000,8000-15000,0.49,4.8,0.0,0.0,0.0,low,page_1,down,-97.7,content_df1fa766cac2,1,206,4.8,0.0049,1,>180d (Stale),0.7865894987497837,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_f2b4acf220d9,client_19581e27de,10.0,0.83,HIGH,1.19,keyword article,transactional,,,,,17,0,2,2,2,0,0,0,14,2,10,0,0,6,0,1,313,181-365,5,305,181+,,,0.0,17.5,0.0,0.0,0.0,low,striking,up,66.7,content_f2b4acf220d9,0,17,17.5,0.0,0,>180d (Stale),0.7844574755465981,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_afd26a07382d,client_19581e27de,10.0,0.46,MEDIUM,0.0,keyword article,informational,,,,,15,0,2,2,2,0,0,0,12,2,8,0,0,5,0,2,313,181-365,5,305,181+,,,0.0,45.1,0.0,0.0,0.0,low,page_3_5,up,60.0,content_afd26a07382d,0,15,45.1,0.0,0,>180d (Stale),0.7824113746487028,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_dd413158df3c,client_19581e27de,20.0,1.0,HIGH,1.64,keyword article,informational,,,,,13,0,1,1,1,0,0,0,10,1,5,0,1,6,0,0,313,181-365,5,305,181+,,,0.0,46.1,0.0,0.0,0.0,low,page_3_5,stable,-16.7,content_dd413158df3c,0,13,46.1,0.0,0,>180d (Stale),0.7800916967695953,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_026a1e2a82fd,client_19581e27de,10.0,1.0,HIGH,2.46,keyword article,transactional,,,,,13,0,1,1,1,0,0,0,9,1,8,0,1,3,0,0,313,181-365,5,305,181+,,,0.0,34.0,0.0,0.0,0.0,low,page_3_5,up,166.7,content_026a1e2a82fd,0,13,34.0,0.0,0,>180d (Stale),0.7800916967695953,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_94991fe6268c,client_19581e27de,10.0,0.32,LOW,0.12,keyword article,commercial,,,,,7,0,1,1,1,0,0,0,7,1,0,0,0,4,0,1,313,181-365,5,313,181+,,,0.0,12.4,0.0,0.0,0.0,low,striking,down,-100.0,content_94991fe6268c,0,7,12.4,0.0,1,>180d (Stale),0.7791372981098147,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_7736e6144f3b,client_624b60c58c,,,,,keyword article,,4250.0,29049.0,,gpt-5-mini,11,0,1,1,1,0,0,0,9,1,2,0,0,3,0,0,305,181-365,5,304,181+,3500+,25000+,0.0,5.2,0.0,0.0,0.0,low,page_1,down,-33.3,content_7736e6144f3b,0,11,5.2,0.0,1,>180d (Stale),0.7763179347734119,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_57d8360dee59,client_19581e27de,10.0,0.66,MEDIUM,0.0,keyword article,commercial,,,,,10,0,2,2,2,0,0,0,6,1,3,0,0,1,0,0,313,181-365,5,305,181+,,,0.0,13.3,0.0,0.0,0.0,low,striking,up,200.0,content_57d8360dee59,0,10,13.3,0.0,0,>180d (Stale),0.7759022827487948,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_1bfaa38ff26c,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3861.0,24672.0,,gemini-2.5-flash,25715,60,90,80,76,3,0,39,88,50,2305,7,12,9101,22,34,231,181-365,5,194,181+,3500+,15000-25000,0.23,22.2,3.75,43.33,0.0,good,page_3_5,down,-74.7,content_1bfaa38ff26c,60,25715,22.2,0.0023,1,>180d (Stale),0.7706108764096056,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_129753e3095f,client_19581e27de,10.0,0.55,MEDIUM,0.04,keyword article,transactional,,,,,7,0,1,1,1,0,0,1,7,1,1,0,0,2,0,1,313,181-365,5,305,181+,,,0.0,24.0,0.0,100.0,0.0,low,page_3_5,down,-50.0,content_129753e3095f,0,7,24.0,0.0,1,>180d (Stale),0.7703701748221435,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_ccfb4d0227b1,client_d59eced1de,,,,,keyword article,,1401.0,9868.0,,gpt-4o-mini,8,0,1,1,1,0,0,0,6,1,0,0,0,8,0,0,301,181-365,5,301,181+,1000-2000,8000-15000,0.0,10.8,0.0,0.0,0.0,low,striking,down,-100.0,content_ccfb4d0227b1,0,8,10.8,0.0,1,>180d (Stale),0.7680327140762031,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_5feee3994adb,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,transactional,3590.0,22780.0,,gemini-2.5-flash,7812,1,5,5,5,0,0,2,69,5,292,1,1,2670,0,1,231,181-365,5,194,181+,3500+,15000-25000,0.01,39.0,0.0,40.0,0.0,good,page_3_5,down,-89.1,content_5feee3994adb,1,7812,39.0,0.0001,1,>180d (Stale),0.7675154526984105,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_8f2c815af658,client_d59eced1de,,,,,keyword article,,1598.0,10315.0,,gpt-4o-mini,7,0,8,4,4,0,0,1,5,3,1,0,0,3,0,1,301,181-365,5,301,181+,1000-2000,8000-15000,0.0,6.4,0.0,12.5,0.0,low,page_1,down,-66.7,content_8f2c815af658,0,7,6.4,0.0,1,>180d (Stale),0.7659866131783079,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_ab18b5811c02,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,transactional,,,,,5,0,1,1,1,0,0,0,4,1,0,0,1,4,0,0,313,181-365,5,305,181+,,,0.0,29.8,0.0,0.0,0.0,low,page_3_5,down,-100.0,content_ab18b5811c02,0,5,29.8,0.0,1,>180d (Stale),0.7653726253578116,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_15fe075b97bc,client_4ec9599fc2,,,,,keyword article,,1471.0,10414.0,,gpt-5-mini,5,0,4,4,4,0,0,2,2,4,5,0,1,0,0,2,305,181-365,5,304,181+,1000-2000,8000-15000,0.0,67.0,0.0,50.0,0.0,low,deep,new,,content_15fe075b97bc,0,5,67.0,0.0,0,>180d (Stale),0.7642767349468527,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_b16bd7307b39,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4329.0,27844.0,,gemini-2.5-flash,4590,0,4,4,4,0,0,1,87,4,554,0,0,1831,0,3,231,181-365,5,194,181+,3500+,25000+,0.0,31.0,0.0,25.0,0.0,good,page_3_5,down,-69.7,content_b16bd7307b39,0,4590,31.0,0.0,1,>180d (Stale),0.7590790314366682,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_4f241bad48a3,client_6208ef0f77,10.0,1.0,HIGH,2.5,keyword article,commercial,6140.0,41692.0,,gemini-3-flash-preview,285,0,26,14,14,0,0,0,48,8,26,0,8,187,0,5,236,181-365,5,236,181+,3500+,25000+,0.0,19.1,0.0,0.0,0.0,low,striking,down,-86.1,content_4f241bad48a3,0,285,19.1,0.0,1,>180d (Stale),0.7568847783114632,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_ccf25ed65a99,client_19581e27de,10.0,0.29,LOW,0.0,keyword article,transactional,,,,,2,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,313,181-365,5,305,181+,,,0.0,0.0,0.0,0.0,0.0,low,top_3,flat,,content_ccf25ed65a99,0,2,0.0,0.0,0,>180d (Stale),0.7533314255312523,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_c2d929d83eaa,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4758.0,30070.0,,gemini-2.5-flash,7558,15,30,25,24,0,0,12,88,23,803,2,4,2160,5,10,231,181-365,5,193,181+,3500+,25000+,0.2,17.9,0.0,40.0,0.0,good,striking,down,-62.8,content_c2d929d83eaa,15,7558,17.9,0.002,1,>180d (Stale),0.7506454231287274,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_84d12054c0c0,client_9400f1b21c,,,,,keyword article,,1635.0,11893.0,,gpt-5-mini,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,305,181-365,5,304,181+,1000-2000,8000-15000,0.0,8.0,0.0,0.0,0.0,low,page_1,down,-100.0,content_84d12054c0c0,0,1,8.0,0.0,1,>180d (Stale),0.7451918847580662,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_84f8758f3d3e,client_d59eced1de,,,,,keyword article,,1498.0,10660.0,,gpt-4o-mini,1,0,6,4,4,0,0,4,1,2,1,0,1,0,0,0,301,181-365,5,301,181+,1000-2000,8000-15000,0.0,24.0,0.0,66.67,0.0,low,page_3_5,new,,content_84f8758f3d3e,0,1,24.0,0.0,0,>180d (Stale),0.7419042135251894,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_0a91db491d14,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3478.0,21948.0,,gemini-2.5-flash,13299,65,91,78,73,4,0,38,88,48,2246,17,15,4662,23,32,231,181-365,5,193,181+,2000-3500,15000-25000,0.49,10.5,5.13,41.76,0.0,good,striking,down,-51.8,content_0a91db491d14,65,13299,10.5,0.0049,1,>180d (Stale),0.7372609149537519,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_bbca724138f2,client_6208ef0f77,1600.0,0.43,MEDIUM,3.76,keyword article,transactional,5614.0,37325.0,,gemini-3-flash-preview,75,0,20,10,10,0,0,0,35,5,0,0,6,52,0,4,236,181-365,5,236,181+,3500+,25000+,0.0,12.1,0.0,0.0,0.0,low,striking,down,-100.0,content_bbca724138f2,0,75,12.1,0.0,1,>180d (Stale),0.7338626806775331,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_fe16a55cd13d,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3388.0,21742.0,,gemini-2.5-flash,4556,15,44,42,41,1,0,17,88,30,746,3,8,1562,6,15,231,181-365,5,194,181+,2000-3500,15000-25000,0.33,16.4,2.38,38.64,0.0,good,striking,down,-52.2,content_fe16a55cd13d,15,4556,16.4,0.0033,1,>180d (Stale),0.7325499008693254,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_928af3e22c80,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3118.0,20396.0,,gemini-2.5-flash,1697,2,5,3,3,0,0,0,88,3,381,1,2,702,1,1,231,181-365,5,193,181+,2000-3500,15000-25000,0.12,15.8,0.0,0.0,0.0,moderate,striking,down,-45.7,content_928af3e22c80,2,1697,15.8,0.0012,1,>180d (Stale),0.731104356751386,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_b8366b9ef4e8,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,5306.0,35210.0,,gemini-3-flash-preview,64,0,9,5,5,0,0,0,35,2,16,0,5,42,0,0,236,181-365,5,235,181+,3500+,25000+,0.0,12.9,0.0,0.0,0.0,low,striking,down,-61.9,content_b8366b9ef4e8,0,64,12.9,0.0,1,>180d (Stale),0.7300507808410567,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_691fc6b910e6,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6426.0,42872.0,,gemini-3-flash-preview,56,0,18,9,9,0,0,0,30,5,22,0,7,25,0,2,236,181-365,5,236,181+,3500+,25000+,0.0,17.7,0.0,0.0,0.0,low,striking,stable,-12.0,content_691fc6b910e6,0,56,17.7,0.0,0,>180d (Stale),0.7288651312132011,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_ecb6215e79fd,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4486.0,29333.0,,gemini-2.5-flash,4429,17,24,12,12,3,0,8,88,12,548,3,4,2142,9,3,231,181-365,5,194,181+,3500+,25000+,0.38,25.3,25.0,33.33,0.0,good,page_3_5,down,-74.4,content_ecb6215e79fd,17,4429,25.3,0.0038,1,>180d (Stale),0.7280588887749502,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_bdbec75c1148,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3696.0,24643.0,,gemini-2.5-flash,1316,2,6,6,6,0,0,2,65,5,414,0,1,469,1,1,231,181-365,5,194,181+,3500+,15000-25000,0.15,21.8,0.0,33.33,0.0,moderate,page_3_5,stable,-11.7,content_bdbec75c1148,2,1316,21.8,0.0015,0,>180d (Stale),0.7253861707244987,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_c8e9d6ab9013,client_19581e27de,20.0,0.03,LOW,0.0,keyword article,informational,,,,,208678,0,6,6,6,0,0,0,88,2,63326,0,6,111885,0,0,362,181-365,5,104,91-180,,,0.0,9.7,0.0,0.0,0.0,excellent,page_1,down,-43.4,content_c8e9d6ab9013,0,208678,9.7,0.0,1,91-180d,0.713972602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_4a6607efcb46,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,4939.0,32266.0,,gemini-3-flash-preview,128068,17,131,87,86,2,2,8,88,32,122303,10,28,2213,2,20,148,91-180,4,104,91-180,3500+,25000+,0.01,2.2,2.3,6.11,2.3,excellent,top_3,up,5426.6,content_4a6607efcb46,17,128068,2.2,0.0001,0,91-180d,0.713172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_54baba704595,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5813.0,37561.0,,gemini-3-flash-preview,130617,8,315,212,213,3,8,19,88,43,22631,1,95,50056,1,24,286,181-365,5,104,91-180,3500+,25000+,0.01,47.0,1.42,6.03,3.77,excellent,page_3_5,down,-54.8,content_54baba704595,8,130617,47.0,0.0001,1,91-180d,0.713172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_e752a4e03dd3,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6442.0,41749.0,,gemini-3-flash-preview,130892,15,119,76,75,1,2,7,88,33,24480,6,36,51714,4,11,287,181-365,5,104,91-180,3500+,25000+,0.01,23.9,1.32,5.88,2.63,excellent,page_3_5,down,-52.7,content_e752a4e03dd3,15,130892,23.9,0.0001,1,91-180d,0.713172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_124763d39ca5,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5654.0,35357.0,,gemini-3-flash-preview,129803,17,324,174,165,14,8,15,88,60,11646,6,104,43307,5,30,286,181-365,5,104,91-180,3500+,25000+,0.01,33.2,8.05,4.63,4.6,excellent,page_3_5,down,-73.1,content_124763d39ca5,17,129803,33.2,0.0001,1,91-180d,0.713172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_8b36799b7e44,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,7394.0,47101.0,,gemini-3-flash-preview,141400,23,541,322,322,7,2,15,88,55,19832,7,189,53136,8,51,299,181-365,5,104,91-180,3500+,25000+,0.02,32.0,2.17,2.77,0.62,excellent,page_3_5,down,-62.7,content_8b36799b7e44,23,141400,32.0,0.0002,1,91-180d,0.7123726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_b115f7c74779,client_19581e27de,30.0,0.02,LOW,0.0,keyword article,transactional,,,,,123469,37,49,43,42,1,0,2,88,32,51115,9,17,37601,11,20,313,181-365,5,104,91-180,,,0.03,8.0,2.33,4.08,0.0,excellent,page_1,up,35.9,content_b115f7c74779,37,123469,8.0,0.0003,0,91-180d,0.711572602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_c1fe78bc4e37,client_19581e27de,70.0,0.04,LOW,0.0,keyword article,commercial,,,,,134055,43,194,170,161,2,0,9,88,58,38658,13,26,65928,19,85,153,91-180,4,104,91-180,,,0.03,7.5,1.18,4.64,0.0,excellent,page_1,down,-41.4,content_c1fe78bc4e37,43,134055,7.5,0.0003,1,91-180d,0.711572602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_109f8f7c9d39,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,7295.0,45351.0,,gemini-3-flash-preview,90476,6,200,115,115,0,4,0,88,33,43343,3,65,19109,0,27,299,181-365,5,104,91-180,3500+,25000+,0.01,54.4,0.0,0.0,3.48,excellent,deep,up,126.8,content_109f8f7c9d39,6,90476,54.4,0.0001,0,91-180d,0.7114341304194964,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_32cfb0b2fccf,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6244.0,40893.0,,gemini-3-flash-preview,89361,10,1241,667,665,10,4,7,88,43,11242,4,506,31775,4,148,287,181-365,5,104,91-180,3500+,25000+,0.01,38.5,1.5,0.56,0.6,excellent,page_3_5,down,-64.6,content_32cfb0b2fccf,10,89361,38.5,0.0001,1,91-180d,0.7112187179440478,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_fb4bf6555c79,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6681.0,42435.0,,gemini-3-flash-preview,84093,3,186,101,97,0,2,6,88,28,4300,1,69,25249,2,19,299,181-365,5,104,91-180,3500+,25000+,0.0,45.6,0.0,3.23,1.98,excellent,page_3_5,down,-83.0,content_fb4bf6555c79,3,84093,45.6,0.0,1,91-180d,0.7109632031614888,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_15bbc0978284,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,4567.0,29004.0,,gemini-3-flash-preview,109577,47,209,124,121,1,2,6,88,54,18540,21,47,40198,17,30,148,91-180,4,104,91-180,3500+,25000+,0.04,34.4,0.81,2.87,1.61,excellent,page_3_5,down,-53.9,content_15bbc0978284,47,109577,34.4,0.0004,1,91-180d,0.7107726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_88d367c507a3,client_3fdba35f04,10.0,0.24,LOW,0.0,keyword article,informational,1476.0,9302.0,,gpt-4o-mini,130932,56,221,151,147,3,0,17,88,53,33476,13,22,38794,12,18,333,181-365,5,104,91-180,1000-2000,8000-15000,0.04,40.1,1.99,7.69,0.0,excellent,page_3_5,stable,-13.7,content_88d367c507a3,56,130932,40.1,0.0004,0,91-180d,0.7107726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_f8de7d4cee60,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5055.0,33452.0,,gemini-3-flash-preview,89803,21,149,87,83,3,2,5,88,38,20325,5,27,32281,8,25,144,91-180,4,104,91-180,3500+,25000+,0.02,30.8,3.45,3.36,2.3,excellent,page_3_5,down,-37.0,content_f8de7d4cee60,21,89803,30.8,0.0002,1,91-180d,0.7105044299878164,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_77d4d5930e5e,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4020.0,26513.0,,gemini-2.5-flash,828,2,5,4,4,2,0,1,65,4,237,1,0,527,1,1,231,181-365,5,194,181+,3500+,25000+,0.24,18.6,50.0,20.0,0.0,moderate,striking,down,-55.0,content_77d4d5930e5e,2,828,18.6,0.0024,1,>180d (Stale),0.7101449209480384,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
